요일,사망자수,중상자수,경상자수,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,특수,남,31-40세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,51-60세,경상,승용,여,31-40세,상해없음
목요일,0,0,1,안전거리미확보,건조,흐림,교차로 - 교차로부근,승용,남,65세 이상,상해없음,화물,남,61-64세,상해없음
목요일,0,0,1,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,21-30세,경상
목요일,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,65세 이상,중상,승용,여,31-40세,상해없음
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,61-64세,상해없음,승용,남,31-40세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,기타불명,기타불명,자전거,남,21-30세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,31-40세,경상
목요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,이륜,남,21-30세,중상
목요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,자전거,남,65세 이상,중상
목요일,0,1,0,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,이륜,남,51-60세,중상
목요일,0,1,0,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,이륜,남,61-64세,중상
목요일,0,0,1,교차로운행방법위반,건조,흐림,교차로 - 교차로안,이륜,남,31-40세,경상,승용,남,41-50세,상해없음
목요일,0,0,1,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,51-60세,경상,화물,남,51-60세,상해없음
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,경상,승용,남,61-64세,상해없음
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,승용,남,21-30세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,기타 - 기타,화물,남,41-50세,상해없음,승용,남,21-30세,상해없음
목요일,0,0,1,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,여,41-50세,상해없음,승용,남,21-30세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승합,남,61-64세,부상신고
목요일,0,0,3,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,51-60세,경상
목요일,0,0,1,안전운전불이행,기타,기타,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,31-40세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,41-50세,경상
목요일,0,0,1,중앙선침범,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,41-50세,경상
목요일,0,0,3,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,승용,여,51-60세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,61-64세,상해없음,화물,남,41-50세,경상
목요일,0,0,3,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,경상,승용,남,65세 이상,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,51-60세,경상
목요일,0,1,1,불법유턴,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,65세 이상,중상
목요일,0,1,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,이륜,남,31-40세,중상
목요일,0,0,1,기타,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,이륜,남,21-30세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,61-64세,상해없음
목요일,0,0,1,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,61-64세,상해없음,승용,남,61-64세,경상
목요일,0,1,0,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,화물,남,51-60세,상해없음,이륜,남,41-50세,중상
목요일,0,0,2,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,51-60세,경상
목요일,0,0,1,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,31-40세,상해없음,이륜,남,51-60세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,승용,남,41-50세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,31-40세,경상
목요일,0,0,2,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,남,51-60세,경상
목요일,0,0,1,차로위반,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,여,41-50세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,21-30세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,이륜,남,21-30세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,41-50세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,65세 이상,상해없음,승용,남,41-50세,경상
목요일,0,1,0,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,51-60세,중상,승용,남,41-50세,상해없음
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,21-30세,기타불명,승합,남,51-60세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,승용,여,61-64세,경상
목요일,0,1,5,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,21-30세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,남,51-60세,경상
목요일,0,0,1,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,61-64세,상해없음,이륜,남,21-30세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,남,31-40세,경상
목요일,0,0,2,기타,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,경상
목요일,0,0,1,안전거리미확보,건조,기타,단일로 - 기타,승용,남,21-30세,상해없음,이륜,남,21-30세,경상
목요일,0,0,2,중앙선침범,건조,맑음,교차로 - 교차로안,자전거,남,51-60세,경상,이륜,남,41-50세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,51-60세,기타불명,이륜,남,41-50세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,기타불명,승용,남,21-30세,경상
목요일,0,0,1,기타,건조,기타,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,31-40세,경상
목요일,0,0,2,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,기타불명,이륜,여,21-30세,경상
목요일,0,0,1,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,이륜,남,31-40세,경상
목요일,0,0,2,안전운전불이행,건조,기타,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,51-60세,경상
목요일,0,0,1,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,51-60세,상해없음,이륜,남,41-50세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,41-50세,경상
목요일,0,0,1,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,41-50세,상해없음,원동기,남,31-40세,경상
목요일,0,1,0,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,중상,승용,남,51-60세,상해없음
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,51-60세,경상
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,31-40세,경상
목요일,0,0,4,안전운전불이행,건조,기타,기타 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,경상
목요일,0,0,2,신호위반,건조,흐림,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,21-30세,경상
목요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,51-60세,경상
목요일,0,0,1,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승합,남,61-64세,상해없음
목요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,41-50세,경상
금요일,0,0,1,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,여,51-60세,경상
금요일,0,0,2,안전거리미확보,기타,기타,기타 - 기타,승용,남,65세 이상,상해없음,승용,여,21-30세,경상
금요일,0,0,2,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,기타불명,승용,여,21-30세,경상
금요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,61-64세,상해없음
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,41-50세,경상
금요일,0,1,1,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,이륜,남,41-50세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,41-50세,경상
금요일,0,0,2,차로위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
금요일,0,0,1,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,65세 이상,경상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,21-30세,경상
금요일,0,1,1,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,51-60세,경상
금요일,0,0,1,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,원동기,남,31-40세,경상
금요일,0,0,1,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,화물,남,61-64세,경상
금요일,0,1,0,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,이륜,남,41-50세,중상
금요일,0,0,1,중앙선침범,건조,맑음,기타 - 기타,자전거,여,21-30세,경상,승합,남,51-60세,상해없음
금요일,0,1,0,신호위반,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,41-50세,중상
금요일,0,0,4,기타,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,경상,화물,남,51-60세,경상
금요일,0,3,2,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,65세 이상,경상
금요일,0,0,1,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,이륜,남,21-30세,경상
금요일,0,0,1,신호위반,건조,맑음,기타 - 기타,승용,여,21-30세,상해없음,이륜,남,31-40세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,부상신고,화물,남,65세 이상,경상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,21-30세,경상
금요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,이륜,남,65세 이상,중상
금요일,0,0,1,안전거리미확보,건조,맑음,단일로 - 기타,건설기계,남,51-60세,상해없음,승용,남,31-40세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,기타 - 기타,승합,남,51-60세,상해없음,승용,남,61-64세,경상
금요일,0,0,3,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승합,남,31-40세,상해없음
금요일,0,1,1,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51-60세,경상,승용,남,31-40세,중상
금요일,0,1,0,신호위반,건조,맑음,교차로 - 교차로안,승용,여,61-64세,상해없음,원동기,남,61-64세,중상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,기타불명,승용,남,61-64세,경상
금요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,21-30세,중상
금요일,0,0,2,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,21-30세,경상
금요일,0,1,0,안전거리미확보,젖음/습기,맑음,단일로 - 기타,승합,여,65세 이상,상해없음,이륜,남,31-40세,중상
금요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,이륜,남,61-64세,중상
금요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,65세 이상,중상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,이륜,남,31-40세,경상
금요일,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,기타불명,이륜,남,61-64세,중상
금요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,이륜,남,41-50세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,기타 - 기타,승용,남,65세 이상,상해없음,승합,남,51-60세,상해없음
금요일,0,0,1,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,65세 이상,부상신고,승용,여,41-50세,경상
금요일,0,0,2,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,51-60세,경상
금요일,0,0,1,차로위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,여,51-60세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,원동기,남,13-20세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,이륜,남,51-60세,경상
금요일,0,0,1,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,이륜,남,21-30세,부상신고
